Experts suggest rubbing your hands against stainless steel to chemically neutralize the smell of what household odor?,GARLIC
"Manufactured in the U.S.,Chinet is a brand that specializes in what disposable item?",TABLEWARE
"Rumspringa, meaning “running around,” is a freewheeling rite of passage for teens in what community?",AMISH
"Named for the town’s most famous disc-jockey, “Moondog” is a lovable mascot of what city’s NBA team?",CLEVELAND
"A popular Mexican treat, a paleta is a what?",POPSICLE
Body mass index is a common measure of obesity based on weight and what other factor?,HEIGHT
"As Mario and Luigi could tell you,”idraulico” is the Italian word for what professional?",PLUMBER
"Meaning “one who has gone before,” the Japanese word “sensei” is often used to mean what?",TEACHER
What does the “N” stand for in the CBS hit drama “NCIS”?,NAVAL
"Sean Parker,the founding president of Facebook,also helped create what early Internet success?",NAPSTER
"From Earth, Mars appears to be what shade of color?",RED
Which retailer donates 5 percent of its income–about $3 million per week–to community outreach programs?,TARGET
The long-time running prime time soap “Knots Landing” was a spin-off of what other long-time soap?,DALLAS
Muscatel is a sweet-flavored type of what?,WINE
"When an NFL head coach chooses to challenge a referee’s ruling,he throws what color “flag” onto the field?",RED
The 1920 play “R.U.R” by the Czech writer Karel Capek is credited with introducing what technological term?,ROBOT
"Deoxiribose, a main component of DNA, is a type of what?",SUGAR
What veteran performer stars alongside Christina Aguilera in the 2010 musical “Burlesque”?,CHER
Mandy Moore voices for what classic fairly tale princess in the 2010 Disney animated film “Tangled”?,RAPUNZEL
"A type of security measure, retinal scanning identifies people based on unique patterns in their what?",EYES
What was the relationship of fashion designer Donatella Versace to the late Gianni Versace?,SISTER
"According to a TV Land sitcom starring Betty White,it is “Hot In” what U.S. city?",CLEVELAND
"Usually associated with pirates,the “Jolly Roger” is a distinctive what?",FLAG
"In 218 B.C., Hannibal and his army famously crossed",ALPS
"Many graduate students find themselves in the ambiguous state commonly known as “ABD,” or “all but” what?",DISSERTATION
What region of the globe shares its name with a term meaning “a state of listlessness or sadness”?,DOLDRUMS
"In a 2005 hit single,a hip-hop star raps “Call me George Foreman ’cause I’m sellin’ everybody” what?",GRILLZ
"In 2010, Target recalled a T-shirt featuring the now-banned flag of what country’s Francoist regime?",SPAIN
The lambada is a spirited ballroom dance originating in what country?,BRAZIL
What restaurant chain is famous for its trademarked Horsey Sauce?,ARBYS
"Better known as the “Barefoot Contessa,” author and TV host Ina Garten is a guru in what field?",COOKING
"At birth,Hillary Clinton was given what middle name?",DIANE
"By definition, a cooper is a person who makes or repairs which of the following?",BARRELS
The international runaway bestseller “The Girl With The Dragon Tattoo” takes place in what country?,SWEDEN
"Ranging in color from pale violet to deep purple,what is the traditional birthstone for the month of February?",AMETHYST
The phrase “Pike’s Peak or Bust!” was a popular slogan for settlers who moved to Colorado looking for what?,GOLD
A thick type of foundation makeup shares its name with what breakfast food?,PANCAKE
"Citing blood pressure risks, in 2010 the CDC claimed 90% of Americans were eating too much what?",SALT
What birds rotate their wings in a distinct figure-eight pattern that allows them to fly backwards?,HUMMINGBIRDS
The high school dance known as “prom” is actually short for what word?,PROMENADE
North America is connected to South America by an isthmus located in what country?,PANAMA
Patients who elect to have malar augmentation surgery wish to increase the size of their what?,CHEEKS
An oenophile is a person who enjoys what?,WINE
"On the classic sitcom “I Love Lucy,” Lucy often went on auditions using what maiden name instead of Mrs. Ricardo?",MCGILLICUDDY
"Many graduate students find themselves in the ambiguous status commonly known as “ABD,” or “all but” what?",DISSERTATION
What sport’s college teams traditionally compete in post-season games called “bowls”?,FOOTBALL
"In the ’80s,Michael Jackson was rumored to sleep in a hyperbaric chamber for its high levels of what gas?",OXYGEN
"In criminal law, a plea of “nolo contendre” is more commonly known as a plea of “no” what?",CONTEST
"henille, a soft, fuzzy fabric, is aptly named for the French word for what bug?",CATERPILLAR
"According to a common idiom, extremely close friends are said to be “as thick as” what?",THIEVES
"According to a popular expression,what is “always 20/20”?",HINDSIGHT
What is the technical term for a word or phrase in a Twitter post that is preceded by a “#” symbol?,HASHTAG
"Involving a tremendous food fight, La Tomatina is a festival held annually in the Bunol village of what country?",SPAIN
Jazz legend Charlie Parker is best known for playing what instrument?,SAXOPHONE
Night of the Living Dead popularized what monster?,ZOMBIES
"Meaning “half moon” in Italian,a mezzaluna is a kitchen utensil used mostly for what?",CHOPPING
"The “Star Wars” films notably contain music themes for each main character,a practice known by what music term?",LEITMOTIF
The recipe for eggs Benedict traditionally calls for what type of meat?,HAM
"Creator of a famous sportswear brand,Rene Lacoste was a French champion in the 1920s in what sport?",TENNIS
The sketch comedy series “Portlandia” pokes fun at hipsters residing in what state’s most populous city?,OREGON
"Unhappy with the 2010 Nobel Peace Prize award,what country launched its own “Confucius Peace Prize”?",CHINA
"Following China,India and the United States,what country has the world’s fourth largest population?",INDONESIA
"Made with coconut milk,potatoes and peanuts, Massaman curry is a popular dish from what country?",THAILAND
"Steffi Graf,Jennifer Capriati and Lindsay Davenport have all won Olympic gold medals in what sport?",TENNIS
The unconventional women of America’s Jazz Age are commonly known by what nickname?,FLAPPERS
"While First Lady,Nancy Reagan regularly enlisted the help of Joan Quigley,a San Francisco what?",ASTROLOGER
Which of the following birds is not named for the sound that it makes?,ROBIN
"Named for its proximity to the border between two states, the Flora-Bama nightclub is located where?",SOUTHEAST
"By definition,a gullywasher is a sudden,strong what?",RAINSTORM
"In 1946, the John Oster Manufacturing Company introduced the Osterizer, a popular brand of what?",BLENDER
“Love and Glamour” is the name of Jennifer Lopez’s sixteenth what?,PERFUME
"Mentioned in “Twas the Night Before Christmas”,a “Sugarplum” is what kind of treat?",CANDY
"Giving her a radiant halo called an “aureole,” how many rays shoot out from the Statue of Liberty’s crown?",SEVEN
Ronald Reagan’s plainspoken and affable demeanor earned him the apt nickname “The Great” what?,COMMUNICATOR
"Suffered by many babies, colic is an unexplained condition characterized by long bouts of what?",CRYING
"According to legend, what frigid country was given a “warmer” name to trick people into settling there?",GREENLAND
"In 2011,a Utah KFC controversially donated $1 for every giant soda sold to help cure what sugar-sensitive disease?",DIABETES
"With over fifty mountain peeks exceeding 14,000 feet, what U.S. state has the most “fourteeners”?",COLORADO
"n 2001, Chevron merged with what company to form the U.S.’s second largest oil and gas provider? I",TEXACO
"A pirate who is yelling, “Avast,ye mateys” is actually telling his mates to do what?",STOP
Someone who performs a handspring properly will finish by landing on what part of his or her body?,FEET
"The Yuko hair straightening treatment is often referred to by its country of origin, which is what?",JAPAN
"Named for the artist’s last name, who released the number-one album “Raymond v. Raymond” in 2010?",USHER
"Fittingly,what man-made fabric derived its name by rearranging the letters in the word “expands”?",SPANDEX
"Roz Doyle,a producer on the ’90s sitcom “Wings”,was the namesake for a character on what other sitcom?",FRASIER
"As a practitioner of “kinetic sculpture,” artist Alexander Calder pioneered what kid-friendly art form?",MOBILES
"Cameras that allow users to see exactly what picture will be taken are often labeled “SLR,” or “single lens” what?",REFLEX
"Once ranked #1 for a record 237 weeks,tennis great Roger Federer hails from what country?",SWITZERLAND
The classic sitcom “Seinfeld” is often referred to as “a show about” what?,NOTHING
"Greater New York City is often called the “Tri-state area,” a term that refers to New York,New Jersey and what third state?",CONNECTICUT
"According to census data, the language most frequently spoken in U.S. homes, besides English, is what?",SPANISH
"In 2011,an actress identified only as “Jane Doe” sued the movie website IMDB.com for revealing her what?",AGE
"Used in airports to detect sick passengers,thermal scanners measure a person’s what?",TEMPERATURE
A haiku is a Japanese poem consisting of how many lines of verse?,THREE
"Named for a line of eighteenth century kings, Georgian architecture originated in what country?",ENGLAND
The brainy video game “Portal 2” utilizes the conservation of momentum and other principles from what field of study?,PHYSICS
"The 1-wood golf club, used to strike the ball long distances, is better known by what name?",DRIVER
The Golden Gate Bridge is painted a distinctive cover officially known as “international” what?,ORANGE
The name of what headgear is derived from an old Persian term meaning “to tie”?,TURBAN
What is the name of the dog who has appeared alongside Sailor Jack on Cracker Jack packages since 1918?,BINGO
"In 1997, what state passed a law allowing its residents to cast absentee ballots from space?",TEXAS
"In 1945,what food became the first to be intentionally microwaved?",POPCORN
"The famous line “Et tu,Brute?” is most likely to be used to accuse someone of being a what?",TRAITOR
"In the United States,National African American History Month is celebrated when?",FEBRUARY
"A familiar sight to people who excel at carnival games, the goldfish is technically a member of what fish family?",CARP
"In 1898,Swiss businessman Cesar Ritz established a now-famous what in Paris?",HOTEL
"With just 100 calories per serving,VitaTops are a snack food that are simply the “tops” of what treat?",MUFFINS
"Buddhist scholar Robert Thurman named his daughter Uma,which means “bright one” in what language?",SANSKRIT
“Avoid Missing Ball for High Score” are the complete instructions for what classic video game?,PONG
What retailer donates proceeds from sales of its “Easy Button” to the Boys & Girls Clubs of America?,STAPLES
What Native American tribe shares its name with a popular brand of recreational vehicle?,WINNEBAGO
"Honored by the Kennedy Center in 2003, Itzhak Perlman is a world-renowned player of what musical instrument?",VIOLIN
An indefinitely large number is often expressed to what degree?,Nth
A “cinephile” is a person who is a devoted and knowledgeable fan of what?,MOVIES
"Popular in the world of hip-hop, Courvoisier is a nearly 200-year old brand of what liquour?",COGNAC
"In a casino, someone who brings bad luck to a winning table is known as a what?",COOLER
The dapper board game mascot Mr. Monopoly typically sports all but which of the following?,MONACLE
"“Aggies,Immies,Shooters,and Swirls” is the title of a coffee table book devoted to what children’s game?",MARBLES
The 2009 bestseller “The Accidental Billionaires”is an account of what Web company’s founding?,FACEBOOK
The classic TV series “Mister Rogers’ Neighborhood” was filmed at the WQED studios located in what U.S. city?,PITTSBURGH
"Bateau,scoop and sweetheart are terms used to refer to different styles of a dress’s what?",NECKLINE
"Produced in Germany, Maybach is a luxury brand of what?",AUTOMOBILE
The 2008 bestseller “The Story of Edgar Sawtelle” features a title character who is what?,MUTE
"In the U.S., what flower is traditionally worn to honor one’s mother on Mother’s Day?",CARNATION
"In the Charles Dickens novel “A Christmas Carol,” what is the last name of the young Tiny Tim?",CRATCHIT
"From 1898 to 1901, what country experienced a popular uprising known as the Boxer Rebellion?",CHINA
The Washington Post evaluates the truthfulness of political ads by assigning a rating of between one and four what?,PINOCCHIOS
"On “The Lord Of The Rings:The Return of The King” soundtrack,Renee Fleming sings in what language?",SINDARIN
London’s famed Portobello Road shares its name with a popular variety of what?,MUSHROOM
“Cryptophasia” is a fancy term for the made-up language that sometime develops between what?,TWINS
Which department of the U.S. federal government has the authority to issue passports?,STATE
What is the name for the youngest members of the Girl Scouts of the U.S.A.?,DAISIES
The “jerk” method of preparing and cooking meat originated in what country?,JAMAICA
“Don’t Be Evil” is the unofficial corporate motto of what Internet giant?,GOOGLE
"According to a famous Yves Saint Laurent quote, “Fashions fade,” what “is eternal?”",STYLE
"Prized for its agreeable temperament, the puggle is a cross between the pug and what other breed of dog?",BEAGLE
A US President and an actress from the TV Series “Golden Girls” share what surname?,ARTHUR
"Like graffiti,”scratchiti” is a form of what misconduct?",VANDALISM
Wrestler and actor Andre the Giant’s unusual height was caused by a rare defect in what gland?,PITUITARY
Khaled Hosseini’s bestseller “The Kite Runner” is set primarily in what country?,AFGHANISTAN
What is the correct spelling of the last name of the Academy Award-winning director of “The Departed”?,SCORSESE
“Do I have to remove my shoes?” is a section found on what government agency’s website?,TSA
"In 1956,Chuck Williams opened the first Williams-Sonoma store in what U.S. state?",CALIFORNIA
"Which Baldwin brother wrote “The Unusual Suspect,” an account of becoming an evangelical Christian?",STEPHEN
"In 2011,Ted Danson replaced Laurence Fishburne on what popular crime drama?",CSI
"The director of what 2010 film has said in interviews that he often gets asked, “Does the top ever stop spinning?”",INCEPTION
"Drawing 3 million visitors over 24 days,what U.S. state reportedly hosts the most attended state fair in the country?",TEXAS
“Egad!” is an old-fashioned term whose meaning is roughly equivalent to what texting shorthand?,OMG
"Including its main thoroughfare,what southern city has over one hundred streets named Peachtree?",ATLANTA
What U.S. state is home to a university whose football team is known as “The Ragin Cajuns?”,LOUISIANA
"In the children’s book “The Little Engine That Could”,what is the engine attempting to deliver?",TOYS
"In Apple’s slogan, “There’s an app for that,” the “app” mentioned is short for what?",APPLICATION
"Lacoste shirts feature an embedded logo of what animal,a nod to Rene Lacoste’s nickname on the tennis court?",CROCODILE
What presidential last name can be typed using just the right-hand side of a standard keyboard?,POLK
What country’s current government was established in 1958 and is known as the Fifth Republic?,FRANCE
What crop does Sting mention repeatedly in his 1993 hit song “Fields Of Gold”?,BARLEY
The word “alimony” comes from a Latin word meaning what?,SUSTENANCE
"What U.S. state’s largest city is named for Frederick Billings, a president of the Northern Pacific Railway?",MONTANA
"As any foodie can tell you,a geoduck is a type of what?",CLAM
An action that makes a bad situation worse is often described as “rubbing” what “into a wound”?,SALT
"CC Bloom’s,a hotel in the tropics of Thailand,is named after a character from what 1980s movie?",BEACHES
"With a wider wingspan than Air Force One, what country’s leader flies in an airbus dubbed “Air Sarko One”?",FRANCE
What cooking term comes from the French word for “White”?,BLANCH
"By definition,a taxiway is a paved strip used by what type of vehicle?",AIRPLANE
ConocoPhillips belongs to a group of multinational corporations often referrred to as “Big” what?,OIL
Pope Benedict XVI is the first pope in centuries to come from what country?,GERMANY
"According to the Catholic Church,what was the name of the very first Pope?",PETER
"Classic kids’ stories involving Goldilocks,billy goats and little pigs all feature what word in their titles?",THREE
"A staple at Tea Party rallies,flags depicting a rattlesnake and the motto “Don’t Tread on Me” have what color background?",YELLOW
"The first word of the national anthem of the U.S., “O say, can you see,” is what part of speech?",INTERJECTION
"With a career that spans over fifty years,singer Joan Baez is known as “The Queen of” what?",FOLK
"What beverage is named for the football team at the University of Florida,where it was developed?",GATORADE
"Featuring an emotional scene set a potter’s wheel,a musical based on what movie opened in London in 2011?",GHOST
“Coaches and assistant coaches must wear a sport coat or suit coat” is an official rule in what pro sport?,NBA
"An 18th century British diplomat, Baron St. Helens lends his name to a famous American what?",MOUNTAIN
What casino game allows gamblers to make an “insurance” bet against losing to the house?,BLACKJACK
“Estrella de mar” is the Spanish term for what ocean creature?,STARFISH
"If a person was born in 1991, what birthday did they celebrate during the palindromic year?",11TH
"Noted for its grainy texture, sucanet is an alleged healthier version of what common kitchen ingredient?",SUGAR
“Cerebro” is the Spanish word for what organ in the human body?,BRAIN
In 1984 David Stern became the commissioner of what sport’s professional league?,BASKETBALL
"If the “OctoMom” Nadya Suleman had birthed one more child,she might have been called the what?",NONAMOM
"The trophy for the annual Teen Choice Awards consists of a full-size, usable what?",SURFBOARD
The “funny bone” is thought to get its name due to its proximity to what funny-sounding bone?,HUMERUS
What psychological condition shares its name with a region of the Atlantic Ocean known for its squalls and shifting winds/,DOLDRUMS
San Francisco’s Ghirardelli Square is the longtime site of a factory that produces which of the following?,CHOCOLATE
“Cash for Clunkers” was a government program that encouraged Americans to switch to more efficient what?,CARS
What was the name of the cocker spaniel featured in a famous 1952 address by Richard Nixon?,CHECKERS
“Big Sky Country” is a popular nickname for what U.S. state?,MONTANA
What Madonna single shares its name with a psychiatric “Personality Disorder” characterized by sharp mood swings?,BORDERLINE
What world leader travels on an airplane nicknamed “Shepherd One”?,POPE
"Appearing at the end of many country names, the suffix “-stan” originates from what language?",PERSIAN
"In the film business, what tech-inspired term is often used to refer to “starting over” a popular film franchise?",REBOOT
What body part is the final word of the chorus in the folk song “Oh! Susanna”?,KNEE
Physicist Stephen Hawking’s bestselling 1988 book on the cosmos is titled “A Brief History of” what?,TIME
"The Grammy-winning soundtrack to “O brother, where art thou?” features the music of what genre?",BLUEGRASS
"Though a female turkey is called a hen,a male is known not as a rooster but as a what?",TOM
Craftsmen known as “shapers” and “glassers” are involved in the production of what kind of sports equipment?,SURFBOARDS
"The prevailing shrub of the Great Basin Desert, sagebrush is the official flower of what U.S. state?",NEVADA
U.N. Lifts Beluga Ban was the headline for a 2010 news story about international restrictions on what luxury item?,CAVIAR
"Known for the hit “Mr.Roboto,” the band Styx shares its name with a famous what in Greek mythology?",RIVER
"“Flyg,fula fluga,flyg!Och den fula flugen flog” is a tongue twister about an ugly fly in what language?",SWEDISH
"In the cover of the song “Proud Mary,” Tina Turner sings, “And we’re rolling, rolling, rolling on the” what?",RIVER
"Introduced in 1979, Croakies were designed to prevent people from losing what fashion accessory?",GLASSES
"Introduced in the late 1960s, antilock mechanisms are now a common feature of what car parts?",BRAKES
"In 1978, an all-male rock band released an album titled “Q: Are We Not Men? “A: We Are” who?",DEVO
Cape Wrangell is located at what extreme point in the U.S.?,WESTERNMOST
"About 30 seconds long,”Think Music” is the name of the familiar theme heard during the final round of what game show?",JEOPARDY
"A popular vacation spot, the Turks and Caicos Islands are a British colony located where?",CARIBBEAN
"Memorably featured in the O.J. Simpson trial,Bruno Magli is a luxurious brand best known for making what?",SHOES
"If someone were to describe Nicolas Cage as “cagey,” they might mean that he is what?",SHREWD
"Featured in the popular Chinese dish lo mein, “mein” means what in Chinese?",NOODLES
"With an alien hero sent to earth as an infant, the 2010 film “Megamind” shares a setup with what other movie?",SUPERMAN
What European city is known as the center of the world’s diamond trade?,ANTWERP
"The triangular orange logo on Elmer’s glue labels features the head of Elmer,who is what kind of “spokesanimal”?",BULL
What government agency has the ominous nickname “The Company”?,CIA
"Meaning “they go out”,what Latin term do playwrights use to indicate that actors should leave the stage?",EXEUNT
"On December 21, 1864, General Sherman’s famous “March to the Sea” concluded with the capture of what Southern city?",SAVANNAH
"By definition,a kibbutz is a communal farm or settlement in what country?",ISRAEL
"In 1999,the RIAA created what award to recognize albums that have sold more than 10 million copies?",DIAMOND
"In a running joke,Bugs Bunny frequently finds himself in strange locations after taking a wrong turn in what city?",ALBUQUERQUE
"An old saying,similar to “let the buyer beware,” warns against purchasing what animal “in a poke”?",PIG
Nahasapeemapetilon is the last name of what character on TV’s “The Simpsons”?,APU
Which of the following animals is not an ungulate?,RACCOON
"Important for ad rates, TV programming in Feb, May, July, and November has what special name?",SWEEPS
"Named for the physicist who invented it,a Moog is what type of musical instrument?",KEYBOARD
"Like the Broadway musical,the 2008 movie “Mamma Mia!” showcases the music of what group?",ABBA
"Formerly known as Sleuth, Cloo is a cable TV channel dedicated to what genre of programming?",MYSTERY
The term “carbon footprint” refers primarily to the impact of a person’s lifestyle on the what?,ENVIRONMENT
What does the “T” stand for in the Disney acronym EPCOT?,TOMORROW
"Named for a key figure in its history,Myles Standish State Forest is located in what U.S. state?",MASSACHUSETTS
"With handles shaped like bunny ears, the Rabbit is a popular high-end version of what kitchen utensil?",CORKSCREW
"Indicating how the food is prepared, the cuisine “crudo” means what in Italian?",RAW
"According to forklore, what legendary creature creates no reflection in a mirror?",VAMPIRE
"Now available in a variety of flavors, the original Malibu Rum is flavored with what exotic fruit?",COCONUT
What carmaker’s iconic “911” sports coupe has been in continuous production since 1963?,PORSCHE
The word “fleabag” is commonly used to describe a seedy or run-down what?,HOTEL
"Though known for her comedy, what actress won an Oscar for her dramatic turn in the 2009 film “Precious”?",MONIQUE
"A 2010 Billboard hit,”Dog Days are Over” is a song by the British band “Florence and the” what?",MACHINE
The History Channel’s docu-series “Swamp People” follows the day-to-day lives of alligator hunters in what U.S. state?,LOUISIANA
What oil-rich Western nation joined four Middle East nations to found OPEC in 1960?,VENEZUELA
"Literally meaning “on the iron,” “a la plancha” is a Spanish term for what method of cooking?",GRILLING
“Check the neck” is common advice given to those evaluating the ripeness of what fruit?,PEAR
"Due to its rich history,what area of the world is popularly known as the “cradle of civilization”?",MESOPOTAMIA
"Mary Magdalene is often depicted as having what color hair, a detail that provides a key clue in “The Da Vinci Code?”",RED
"From 1856 until 1939, the country of Thailand was officially known as what?",SIAM
"According to the Dept. of Education,more degrees are earned in what undergraduate major than in any other?",BUSINESS
"To win a superfecta wager at the track,a bettor must pick how many of the top finishers in the right order?",FOUR
"Located in Chiba Prefecture,Narita International Airport is the main airport serving what world capital?",TOKYO
"With only a 345-foot difference between its highest and lowest points,what is the flattest U.S. state?",FLORIDA
"According to a 2011 report by Forbes, what country counts 115 billionaires among its citizens, second only to the U.S.?",CHINA
"Appropriately,the Spanish word for heaven,”cielo,” is also the word for what?",SKY
"With Pluto reclassified as a “dwarf planet,” what planet in our solar system is now farthest from the Sun?",NEPTUNE
Listenership is the term often used to refer to which type of media?,RADIO
"In the world of comics,who is Selina Kyle?",CATWOMAN
"A reference to the last initial of the retailer’s founder, the “K” in “Kmart” stands for what?",KRESGE
“Circumaural” and “supra-aural” are two common styles of what tech gadget?,HEADPHONES
“EE” is an academic course of study that stands for “electrical” what?,ENGINEERING
"Coordinated Universal Time,the worldwide standard for timekeeping,is directly based on the behavior of what?",ATOMS
The title of a 1955 Marilyn Monroe film suggests that spouses “itch” to stray after how many years of marriage?,SEVEN
What Italian cheese derives its name from the name of Italy’s capital city?,ROMANO
"Closely related to a wallaby and another marsupial, a wallaroo is native to what continent?",AUSTRALIA
"A popular brunch cocktail, the Bellini is typically made by mixing champagne with what pureed fruit?",PEACH
"Twenty-five times the size of the Bonneville Salt Flats, the Salar de Uyuni Salt Flats are located where?",BOLIVIA
“Violet Precipitation” could be an “alternate title” of a 1984 movie starring whom?,PRINCE
"By definition,polyandry occurs when a woman has more than one what?",HUSBAND
"Because the Roman calender began on March 1st,what month’s name comes from the Latin for “tenth”?",DECEMBER
"In 2000, Van Heusen launched its “Regis” line, featuring paired shirts and ties that were what?",MONOCHROMATIC
What is the only U.S. state whose official state song was a #1 hit on the Billboard charts?,GEORGIA
"In 1959, Travelers Insurance began featuring what red item as part of its logo?",UMBRELLA
"Chiefly used in the U.K.,the term “serviette” refers to what everyday household item?",NAPKIN
College students often use the term “Underwater basket weaving” to refer to classes that are what?,EASY
Pyrophoric substances are so reactive that exposure to air causes them to spontaneously what?,IGNITE
"What is the last word of Martin Luther King, Jr.’s famous “I Have a Dream” speech?",LAST
"On his show “Man v Food,” host Adam Richman won the “Davy Jones Locker Challenge” by eating 7 pounds of what?",SEAFOOD
"Beloved by millions of women, Spanx is a popular brand of which of the following?",UNDERGARMENTS
"ILM, the special effects company founded by George Lucas, stands for Industrial Light and what?",MAGIC
"Notably worn by Theodore Roosevelt,pince-nez are a type of what fashion accessory?",EYEGLASSES
"Said to have inspired the song “America The Beautiful,” Pikes Peak is part of what U.S. mountain range?",ROCKY
"The bounty hunter Duane Chapman, star of an A&E reality series, is better known by what nickname?",DOG
"In the human body, what internal organ regulates the amount of glucose in the blood?",LIVER
"“As far back as I can remember,I always wanted to be a gangster,” is heard near the start of what Scorsese film?",GOODFELLAS
"In 2009,astronomers discovered a “supersized” ring around what planet,much further away than its other known rings?",SATURN
"When in the air,the famous Goodyear blimps are filled with nearly 203,000 cubic feet of what?",HELIUM
"A Darwinist is,by definition,a believer of what concept?",EVOLUTION
Worn bindings and missing dust jackets are common problems that can devalue what collectibles?,BOOKS
"In 2009,Barack Obama completed his much-hyped first 100 days in office on the 29th of what month?",APRIL
"When communicating online,a person might type the emoticon “o_O” to indicate that they are what?",SURPRISED
Muscatel is a sweet-flavored type of what?,WINE
A tea cozy is commonly made out of what material?,CLOTH
What famous Shakespeare character’s last words are “Thus with a kiss I die”?,ROMEO
he political Web site Huffingtonpost.com was founded in 2005 by a writer with what first name?,ARIANNA
“The Boot” is the name of a popular website featuring inside information for fans of what music genre?,COUNTRY
The “fingerstache” is a popular tattoo of a stylized mustache typically inked on what finger?,INDEX
Nobel laureate Robert Richardson once claimed that party balloons should cost $100 apiece because of what gas’s scarcity?,HELIUM
"Though now made with artificial flavors, traditional grenadine syrup is made with the juice of what fruit?",POMEGRANATE
What type of clothing is a monokini?,SWIMSUIT
The iconic logo for Paramount Pictures features the summit of a mountain encircled by 22 what?,SNOWFLAKES
"When checking your account balance in countries like Spain or Turkey,remember that periods are replaced by what?",COMMAS
"Home to a 5,000-year-old stone circle,the Hebrides islands are located off the coast of what country?",SCOTLAND
"According to the intro of a classic 1950s TV series,who fights “for truth,justice,and the American way”?",SUPERMAN
A scratch test is an exam given by a physician to determine whether a patient has what ailment?,ALLERGIES
“K” is the chemical symbol for what element?,POTASSIUM
A mochaccino is traditionally made by adding what ingredient to a cappuccino?,CHOCOLATE
"On the human body, the area of skin known as “The T-zone” is located where?",FACE
"A reference to the last initial of the retailer’s founder, the “K” in “Kmart” stands for what?",KRESEGE
"Much like a “Trekkie” loves “Star Trek,” an “otaku” is a big fan of the comics and pop culture of what country?",JAPAN
A traditional “Hawaiian” pizza is topped with an unusual combination of pineapple and what?,HAM
"Before becoming vice president, Joe Biden served as what state’s U.S. senator for 36 years?",DELAWARE
An old myth suggests throwing what food against the wall to determine when it is properly cooked?,SPAGHETTI
"In 1820,Maine became the 23rd state in the Union by separating from what other state?",MASSACHUSETTS
"What natural occurrences are the subjects of the children’s book “Flash,Crash, Rumble and Roll”?",THUNDERSTORMS
"Short for “Unterseeboot,” a U-boat is a German what?",SUBMARINE
"In a famous opera by Mozart, a young lover is protected by the “magical” powers of what musical instrument?",FLUTE
What month of the year is fittingly named after the Roman god of beginnings?,JANUARY
"George Steinbrenner,the legendary owner of the NY Yankees,made his fortune in what industry?",SHIPPING
What country is famous for the scenic fjords that line its shores?,NORWAY
"Derived from a passage in Balzac,a popular saying states “behind every great fortune is a great” what?",CRIME
"“Spin Cycle,” “Scary-Go-Round” and “Rib Rage” are all events on what hit TV game show?",WIPEOUT
A tangelo is a cross between a tangerine and what other fruit?,GRAPEFRUIT
What is the answer to the common crossword puzzle clue “Eve’s tempter”?,SERPENT
"According to a famous quote from Confucius,”only the wisest and stupidest of men never” do what?",CHANGE
"In the business abbreviation “R & D,” the “R” stands for what?",RESEARCH
“He is a very good little elephant” is a line in the popular child’s tale “A Story of” who?,BABAR
"In a famous presidential speech,Franklin Roosevelt declared that Americans had a “rendezvous with” what?",DESTINY
Emeralds contain small amounts of chromium that cause them to have what characteristic color?,GREEN
"Sort of in between two colors, rose wine by definition has what type of hue?",PINKISH
"According to the Irish playwright George Bernard Shaw,”He who can,does. He who cannot,” does what?",TEACHES
"An ironic allusion to a famous legislator, “The Volstead” in New York City is a cheekily-named what?",BAR
"The 2007 finance book “Grande Expectations,” chronicles what U.S. company’s stock prices?",STARBUCKS
"In a Beverly Cleary book, Ramona Quimby famously misunderstands the instruction to “sit here for the” what?",PRESENT
"Slangily used to describe a curvaceous woman, the Yiddish word “zaftig” literally means what?",JUICY
What U.S. state is home to a city that promotes itself with the catchphrase “There’s No Place Like Nome!”?,ALASKA
Teen superstar Miley Cyrus dances in and around a cage in her music video aptly titled “Can’t be” what?,TAMED
"Ironically,the initials of the Miss America Organization form the name of a former leader of what Communist nation?",CHINA
Sunni is the largest denomination of what religion?,ISLAM
"In the U.S. the companies McClatchy, Gannett, and Tribune are three of the largest owners of what?",NEWSPAPERS
"Despite being “the epicenter of prep style,” what city did GQ dub “America’s Worst-Dressed” in 2011?",BOSTON
"In the name of the famous 1980s British band,what word follows “Psychedelic”?",FURS
"In the federal law known as “RICO,” the “R” stands for what?",RACKETEER
“Uncap what’s inside” is the slogan of what popular office supply brand?,SHARPIE
Which of the following is a fancy word for the behavior that makes Pinocchio’s nose grow?,PREVARICATION
"In architecture, a vertical window set in a gable on a sloping roof is called a what?",DORMER
Every year McDonald’s offers its popular Shamrock Shake for a limited time during what month?,MARCH
"In 2011,what name didn’t make Social Security’s list of Popular Baby Names for the first time since 1955?",ELVIS
What popular dish’s name is pronounced exactly like that of a well-known brand of pasta sauce?,RAGOUT
Purdue University is one of the largest public universities of what state?,INDIANA
What U.S. state is home to the airport with the three-letter identification code “DFW”?,TEXAS
"Most famous for his 1955 novel “Lolita,” author Vladimir Nabokov was also an expert in the study of what?",BUTTERFLIES
"Giving it the scientific name of Leviathan melvillei,researchers recently discovered the bones of a prehistoric what?",WHALE
"In 1997,what pro sport officially retired the number 42,the uniform number worn by Jackie Robinson?",BASEBALL
Baseball’s Brooklyn Dodgers got its name from fans who “dodged” what on their way to home games?,TROLLEYS
"Considered one of the world’s greatest soccer players, Cristiano Ronaldo hails from what country?",PORTUGAL
